[Abberath's Hooves]:25c/0,15div  (Artwork:AbberathsHooves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Voll's Devotion]:20c/0,12div  (Artwork:AgateAmuletUnique)
[Voll's Protector][6L]:100c/0,6div  (Artwork:StrInt3AUnique)
[Voll's Protector][5L]:80,5c/0,48div  (Artwork:StrInt3AUnique)
[Voll's Protector]:3c/0,02div  (Artwork:StrInt3AUnique)
[Voll's Vision]:10c/0,06div  (Artwork:VollsVision)
[Voltaxic Rift][6L]:755,73c/4,5div  (Artwork:Voidshaft)
[Voltaxic Rift][5L]:755,73c/4,5div  (Artwork:Voidshaft)
[Voltaxic Rift]:587,79c/3,5div  (Artwork:Voidshaft)
[Vorana's March]:20c/0,12div  (Artwork:SpiritBootsUnique)
[Vorana's Preparation]:10c/0,06div  (Artwork:AdaptationFlask03)
[Vulconus]:5c/0,03div  (Artwork:Vulconus)
[Wake of Destruction]:2c/0,01div  (Artwork:WakeOfDestruction)
[Wanderlust]:4c/0,02div  (Artwork:Wanderlust)
[Warped Timepiece]:5c/0,03div  (Artwork:WarpedTimepiece)
[Warrior's Legacy]:23,3c/0,14div  (Artwork:WarriorsLegacy)
[Watcher's Eye]:167,98c/1div  (Artwork:ElderJewel)
[Whakawairua Tuahu](T16):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T10):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T14):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T3):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T6):4c/0,02div  (Artwork:UniqueMapEye)
[Wheel of the Stormsail]:1c/0,01div  (Artwork:Wheelofthestormsail)
[Whispers of Infinity]:50c/0,3div  (Artwork:WhispersofInfinity)
[White Wind]:5c/0,03div  (Artwork:WhiteWind)
[Wideswing][6L]:45c/0,27div  (Artwork:Wideswing)
[Wideswing][5L]:25,5c/0,15div  (Artwork:Wideswing)
[Wideswing]:1c/0,01div  (Artwork:Wideswing)
[Widowhail][6L]:324,12c/1,93div  (Artwork:WidowhailBow)
[Widowhail][5L]:79,9c/0,48div  (Artwork:WidowhailBow)
[Widowhail]:10c/0,06div  (Artwork:WidowhailBow)
[Widowmaker]:1c/0,01div  (Artwork:Widowmaker)
[Wildfire Phloem]:5c/0,03div  (Artwork:UniqueAshbark)
[Wildslash]:1c/0,01div  (Artwork:Wildslash)
[Willclash]:10c/0,06div  (Artwork:MindBlockMask)
[Willowgift]:4c/0,02div  (Artwork:StarlightMark)
[Wilma's Requital]:8c/0,05div  (Artwork:WilmasRequital)
[Windripper][6L]:100c/0,6div  (Artwork:Eagle)
[Windripper][5L]:80c/0,48div  (Artwork:Eagle)
[Windripper]:20c/0,12div  (Artwork:Eagle)
[Winds of Change]:8c/0,05div  (Artwork:GlovesStr6)
[Windscream]:10c/0,06div  (Artwork:Windscream)
[Wine of the Prophet]:24357,1c/145div  (Artwork:BottledFutures)
[Wings of Entropy][6L]:42,5c/0,25div  (Artwork:Entropywings)
[Wings of Entropy][5L]:14c/0,08div  (Artwork:Entropywings)
[Wings of Entropy]:1c/0,01div  (Artwork:Entropywings)
[Winterheart]:2c/0,01div  (Artwork:WinterHeartALT)
[Winterweave]:5c/0,03div  (Artwork:BloodBoil)
[Witchbane]:10c/0,06div  (Artwork:unique13)
[Witchfire Brew]:4c/0,02div  (Artwork:WitchFireBrew)
[Witchhunter's Judgment][6L]:167,94c/1div  (Artwork:BrandDetonateStaff)
[Witchhunter's Judgment]:5c/0,03div  (Artwork:BrandDetonateStaff)
[Wondertrap]:1c/0,01div  (Artwork:Wondertrap)
[Wraithlord]:40c/0,24div  (Artwork:Wraithlord)
[Wreath of Phrecia]:2c/0,01div  (Artwork:Wreath_of_Phrecia)
[Wurm's Molt]:5c/0,03div  (Artwork:Belt6Unique)
[Wyrmsign]:1c/0,01div  (Artwork:WyrmsignGloves)
[Xirgil's Crank][6L]:839,7c/5div  (Artwork:Staff7unique)
[Xirgil's Crank][5L]:106,79c/0,64div  (Artwork:Staff7unique)
[Xirgil's Crank]:1c/0,01div  (Artwork:Staff7unique)
[Xoph's Blood]:120c/0,71div  (Artwork:YphethakksHeartUpgrade)
[Xoph's Heart]:50c/0,3div  (Artwork:YphethakksHeart)
[Xoph's Inception][6L]:84c/0,5div  (Artwork:BloodPerigree)
[Xoph's Inception][5L]:63,88c/0,38div  (Artwork:BloodPerigree)
[Xoph's Inception]:4c/0,02div  (Artwork:BloodPerigree)
[Xoph's Nurture][5L]:335,88c/2div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture][6L]:167,94c/1div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture]:20c/0,12div  (Artwork:BloodPerigreeBREACH)
[Yaomac's Accord]:18,6c/0,11div  (Artwork:OnatzliSceptre)
[Ylfeban's Trickery]:6c/0,04div  (Artwork:Ylfeban)
[Ynda's Stand]:335,96c/2div  (Artwork:KalguuranWardBelt)
[Yoke of Suffering]:160c/0,95div  (Artwork:YokeOfSuffering)
[Yriel's Fostering][5L]:537,54c/3,2div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:167,98c/1div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:167,98c/1div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:165,59c/0,99div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:104c/0,62div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:48c/0,29div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:8,6c/0,05div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:6,3c/0,04div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:5c/0,03div  (Artwork:PaleCouncilArmour)
[Zahndethus' Cassock][6L]:48c/0,29div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock][5L]:9c/0,05div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock]:2c/0,01div  (Artwork:Zahndethuscassock)
[Zeel's Amplifier]:1c/0,01div  (Artwork:ZealsAmplifier)
[Zerphi's Heart]:20c/0,12div  (Artwork:ZerphisHeart)
[Zerphi's Last Breath]:10c/0,06div  (Artwork:ZerphisLastBreath)
