[Abberath's Hooves]:25c/0,15div  (Artwork:AbberathsHooves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Voll's Devotion]:20c/0,12div  (Artwork:AgateAmuletUnique)
[Voll's Protector][6L]:100c/0,59div  (Artwork:StrInt3AUnique)
[Voll's Protector][5L]:80,5c/0,48div  (Artwork:StrInt3AUnique)
[Voll's Protector]:2c/0,01div  (Artwork:StrInt3AUnique)
[Voll's Vision]:10c/0,06div  (Artwork:VollsVision)
[Voltaxic Rift][5L]:802,84c/4,75div  (Artwork:Voidshaft)
[Voltaxic Rift][6L]:676,08c/4div  (Artwork:Voidshaft)
[Voltaxic Rift]:574,67c/3,4div  (Artwork:Voidshaft)
[Vorana's March]:20c/0,12div  (Artwork:SpiritBootsUnique)
[Vorana's Preparation]:10c/0,06div  (Artwork:AdaptationFlask03)
[Vulconus]:7c/0,04div  (Artwork:Vulconus)
[Wake of Destruction]:2c/0,01div  (Artwork:WakeOfDestruction)
[Wanderlust]:4c/0,02div  (Artwork:Wanderlust)
[Warped Timepiece]:5c/0,03div  (Artwork:WarpedTimepiece)
[Warrior's Legacy]:24c/0,14div  (Artwork:WarriorsLegacy)
[Watcher's Eye]:169,02c/1div  (Artwork:ElderJewel)
[Whakawairua Tuahu](T16):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T10):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T14):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T3):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T6):4c/0,02div  (Artwork:UniqueMapEye)
[Wheel of the Stormsail]:1c/0,01div  (Artwork:Wheelofthestormsail)
[Whispers of Infinity]:50c/0,3div  (Artwork:WhispersofInfinity)
[White Wind]:5c/0,03div  (Artwork:WhiteWind)
[Wideswing][6L]:45c/0,27div  (Artwork:Wideswing)
[Wideswing][5L]:25,5c/0,15div  (Artwork:Wideswing)
[Wideswing]:1c/0,01div  (Artwork:Wideswing)
[Widowhail][6L]:338,04c/2div  (Artwork:WidowhailBow)
[Widowhail][5L]:80c/0,47div  (Artwork:WidowhailBow)
[Widowhail]:9c/0,05div  (Artwork:WidowhailBow)
[Widowmaker]:1c/0,01div  (Artwork:Widowmaker)
[Wildfire Phloem]:5c/0,03div  (Artwork:UniqueAshbark)
[Wildslash]:1c/0,01div  (Artwork:Wildslash)
[Willclash]:10c/0,06div  (Artwork:MindBlockMask)
[Willowgift]:5c/0,03div  (Artwork:StarlightMark)
[Wilma's Requital]:8c/0,05div  (Artwork:WilmasRequital)
[Windripper][6L]:100c/0,59div  (Artwork:Eagle)
[Windripper][5L]:80c/0,47div  (Artwork:Eagle)
[Windripper]:20c/0,12div  (Artwork:Eagle)
[Winds of Change]:8c/0,05div  (Artwork:GlovesStr6)
[Windscream]:10c/0,06div  (Artwork:Windscream)
[Wine of the Prophet]:24507,9c/145div  (Artwork:BottledFutures)
[Wings of Entropy][6L]:42,5c/0,25div  (Artwork:Entropywings)
[Wings of Entropy][5L]:14c/0,08div  (Artwork:Entropywings)
[Wings of Entropy]:1c/0,01div  (Artwork:Entropywings)
[Winterheart]:2c/0,01div  (Artwork:WinterHeartALT)
[Winterweave]:5c/0,03div  (Artwork:BloodBoil)
[Witchbane]:10c/0,06div  (Artwork:unique13)
[Witchfire Brew]:4c/0,02div  (Artwork:WitchFireBrew)
[Witchhunter's Judgment][6L]:169,02c/1div  (Artwork:BrandDetonateStaff)
[Witchhunter's Judgment]:5c/0,03div  (Artwork:BrandDetonateStaff)
[Wondertrap]:1c/0,01div  (Artwork:Wondertrap)
[Wraithlord]:45c/0,27div  (Artwork:Wraithlord)
[Wreath of Phrecia]:3c/0,02div  (Artwork:Wreath_of_Phrecia)
[Wurm's Molt]:5c/0,03div  (Artwork:Belt6Unique)
[Wyrmsign]:1c/0,01div  (Artwork:WyrmsignGloves)
[Xirgil's Crank][6L]:845,1c/5div  (Artwork:Staff7unique)
[Xirgil's Crank][5L]:115,35c/0,68div  (Artwork:Staff7unique)
[Xirgil's Crank]:1c/0,01div  (Artwork:Staff7unique)
[Xoph's Blood]:120c/0,71div  (Artwork:YphethakksHeartUpgrade)
[Xoph's Heart]:50c/0,3div  (Artwork:YphethakksHeart)
[Xoph's Inception][6L]:68c/0,4div  (Artwork:BloodPerigree)
[Xoph's Inception][5L]:64,21c/0,38div  (Artwork:BloodPerigree)
[Xoph's Inception]:3,8c/0,02div  (Artwork:BloodPerigree)
[Xoph's Nurture][5L]:338,04c/2div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture][6L]:287,33c/1,7div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture]:19,9c/0,12div  (Artwork:BloodPerigreeBREACH)
[Yaomac's Accord]:16,5c/0,1div  (Artwork:OnatzliSceptre)
[Ylfeban's Trickery]:5c/0,03div  (Artwork:Ylfeban)
[Ynda's Stand]:337,34c/2div  (Artwork:KalguuranWardBelt)
[Yoke of Suffering]:168,67c/1div  (Artwork:YokeOfSuffering)
[Yriel's Fostering][5L]:573,48c/3,4div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:166,94c/0,99div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:163,49c/0,97div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:157,8c/0,94div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:116c/0,69div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:48c/0,28div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:8c/0,05div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:5c/0,03div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:5c/0,03div  (Artwork:PaleCouncilArmour)
[Zahndethus' Cassock][6L]:45c/0,27div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock][5L]:9c/0,05div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock]:1c/0,01div  (Artwork:Zahndethuscassock)
[Zeel's Amplifier]:1c/0,01div  (Artwork:ZealsAmplifier)
[Zerphi's Heart]:20c/0,12div  (Artwork:ZerphisHeart)
[Zerphi's Last Breath]:10c/0,06div  (Artwork:ZerphisLastBreath)
