[Abberath's Hooves]:25c/0,14div  (Artwork:AbberathsHooves)
[Voidhome][5L]:3c/0,02div  (Artwork:Voidhome)
[Voidhome]:1c/0,01div  (Artwork:Voidhome)
[Voidwalker]:8,9c/0,05div  (Artwork:CrossingTheVoid)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Voll's Devotion]:19,7c/0,11div  (Artwork:AgateAmuletUnique)
[Voll's Protector][6L]:100c/0,57div  (Artwork:StrInt3AUnique)
[Voll's Protector][5L]:76c/0,43div  (Artwork:StrInt3AUnique)
[Voll's Protector]:2c/0,01div  (Artwork:StrInt3AUnique)
[Voll's Vision]:10c/0,06div  (Artwork:VollsVision)
[Voltaxic Rift][6L]:795,92c/4,5div  (Artwork:Voidshaft)
[Voltaxic Rift][5L]:707,48c/4div  (Artwork:Voidshaft)
[Voltaxic Rift]:565,98c/3,2div  (Artwork:Voidshaft)
[Vorana's March]:20c/0,11div  (Artwork:SpiritBootsUnique)
[Vorana's Preparation]:10c/0,06div  (Artwork:AdaptationFlask03)
[Vulconus]:8c/0,05div  (Artwork:Vulconus)
[Wake of Destruction]:2c/0,01div  (Artwork:WakeOfDestruction)
[Wanderlust]:4c/0,02div  (Artwork:Wanderlust)
[Warped Timepiece]:5c/0,03div  (Artwork:WarpedTimepiece)
[Warrior's Legacy]:24c/0,14div  (Artwork:WarriorsLegacy)
[Watcher's Eye]:176,87c/1div  (Artwork:ElderJewel)
[Whakawairua Tuahu](T16):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T10):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T14):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T3):4c/0,02div  (Artwork:UniqueMapEye)
[Whakawairua Tuahu](T6):4c/0,02div  (Artwork:UniqueMapEye)
[Wheel of the Stormsail]:1c/0,01div  (Artwork:Wheelofthestormsail)
[Whispers of Infinity]:50c/0,28div  (Artwork:WhispersofInfinity)
[White Wind]:5c/0,03div  (Artwork:WhiteWind)
[Wideswing][6L]:45c/0,25div  (Artwork:Wideswing)
[Wideswing][5L]:24c/0,14div  (Artwork:Wideswing)
[Wideswing]:1c/0,01div  (Artwork:Wideswing)
[Widowhail][6L]:353,74c/2div  (Artwork:WidowhailBow)
[Widowhail][5L]:80c/0,45div  (Artwork:WidowhailBow)
[Widowhail]:10c/0,06div  (Artwork:WidowhailBow)
[Widowmaker]:1c/0,01div  (Artwork:Widowmaker)
[Wildfire Phloem]:5c/0,03div  (Artwork:UniqueAshbark)
[Wildslash]:1c/0,01div  (Artwork:Wildslash)
[Willclash]:10c/0,06div  (Artwork:MindBlockMask)
[Willowgift]:5c/0,03div  (Artwork:StarlightMark)
[Wilma's Requital]:8c/0,05div  (Artwork:WilmasRequital)
[Windripper][6L]:100c/0,57div  (Artwork:Eagle)
[Windripper][5L]:81c/0,46div  (Artwork:Eagle)
[Windripper]:20c/0,11div  (Artwork:Eagle)
[Winds of Change]:8,9c/0,05div  (Artwork:GlovesStr6)
[Windscream]:10c/0,06div  (Artwork:Windscream)
[Wine of the Prophet]:25646,15c/145div  (Artwork:BottledFutures)
[Wings of Entropy][6L]:40c/0,23div  (Artwork:Entropywings)
[Wings of Entropy][5L]:17c/0,1div  (Artwork:Entropywings)
[Wings of Entropy]:1c/0,01div  (Artwork:Entropywings)
[Winterheart]:2c/0,01div  (Artwork:WinterHeartALT)
[Winterweave]:5c/0,03div  (Artwork:BloodBoil)
[Witchbane]:10c/0,06div  (Artwork:unique13)
[Witchfire Brew]:3c/0,02div  (Artwork:WitchFireBrew)
[Witchhunter's Judgment][6L]:176,87c/1div  (Artwork:BrandDetonateStaff)
[Witchhunter's Judgment][5L]:100c/0,57div  (Artwork:BrandDetonateStaff)
[Witchhunter's Judgment]:5c/0,03div  (Artwork:BrandDetonateStaff)
[Wondertrap]:1c/0,01div  (Artwork:Wondertrap)
[Wraithlord]:45c/0,25div  (Artwork:Wraithlord)
[Wreath of Phrecia]:3c/0,02div  (Artwork:Wreath_of_Phrecia)
[Wurm's Molt]:5c/0,03div  (Artwork:Belt6Unique)
[Wyrmsign]:1c/0,01div  (Artwork:WyrmsignGloves)
[Xirgil's Crank][6L]:884,35c/5div  (Artwork:Staff7unique)
[Xirgil's Crank][5L]:116,53c/0,66div  (Artwork:Staff7unique)
[Xirgil's Crank]:1c/0,01div  (Artwork:Staff7unique)
[Xoph's Blood]:120c/0,68div  (Artwork:YphethakksHeartUpgrade)
[Xoph's Heart]:50c/0,28div  (Artwork:YphethakksHeart)
[Xoph's Inception][6L]:353,74c/2div  (Artwork:BloodPerigree)
[Xoph's Inception][5L]:66,56c/0,38div  (Artwork:BloodPerigree)
[Xoph's Inception]:4c/0,02div  (Artwork:BloodPerigree)
[Xoph's Nurture][6L]:318,37c/1,8div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture][5L]:194,56c/1,1div  (Artwork:BloodPerigreeBREACH)
[Xoph's Nurture]:20c/0,11div  (Artwork:BloodPerigreeBREACH)
[Yaomac's Accord]:15c/0,08div  (Artwork:OnatzliSceptre)
[Ylfeban's Trickery]:5c/0,03div  (Artwork:Ylfeban)
[Ynda's Stand]:353,74c/2div  (Artwork:KalguuranWardBelt)
[Yoke of Suffering]:155,6c/0,88div  (Artwork:YokeOfSuffering)
[Yriel's Fostering][5L]:299,18c/1,69div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:176,87c/1div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:167,55c/0,95div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][6L]:153,5c/0,87div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:128c/0,72div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering][5L]:43c/0,24div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:8c/0,05div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:7c/0,04div  (Artwork:PaleCouncilArmour)
[Yriel's Fostering]:5c/0,03div  (Artwork:PaleCouncilArmour)
[Zahndethus' Cassock][6L]:45c/0,25div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock][5L]:20c/0,11div  (Artwork:Zahndethuscassock)
[Zahndethus' Cassock]:2c/0,01div  (Artwork:Zahndethuscassock)
[Zeel's Amplifier]:1c/0,01div  (Artwork:ZealsAmplifier)
[Zerphi's Heart]:20c/0,11div  (Artwork:ZerphisHeart)
[Zerphi's Last Breath]:10c/0,06div  (Artwork:ZerphisLastBreath)
